Program		INST_RETIRED.ANY	CPU_CLK_UNHALTED.THREAD	CPU_CLK_UNHALTED.REF_TSC	MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM_PS	DTLB_STORE_MISSES.MISS_CAUSES_A_WALK	ICACHE.HIT	ICACHE.MISSES	ITLB_MISSES.MISS_CAUSES_A_WALK	BR_INST_EXEC.ALL_BRANCHES	BR_MISP_EXEC.ALL_BRANCHES	BR_INST_RETIRED.ALL_BRANCHES	MEM_UOPS_RETIRED.STLB_MISS_LOADS	MEM_UOPS_RETIRED.STLB_MISS_STORES	MEM_UOPS_RETIRED.ALL_LOADS	MEM_UOPS_RETIRED.ALL_STORES	MEM_LOAD_UOPS_RETIRED.L1_HIT	MEM_LOAD_UOPS_RETIRED.L2_HIT	MEM_LOAD_UOPS_RETIRED.L3_HIT	MEM_LOAD_UOPS_RETIRED.L1_MISS	MEM_LOAD_UOPS_RETIRED.L2_MISS	MEM_LOAD_UOPS_RETIRED.L3_MISS	DTLB_LOAD_MISSES.WALK_COMPLETED	DTLB_LOAD_MISSES.STLB_HIT	DTLB_STORE_MISSES.WALK_COMPLETED	DTLB_STORE_MISSES.STLB_HIT	ITLB_MISSES.WALK_COMPLETED	ITLB_MISSES.STLB_HIT	Benign
des_test		249114373671	200666300999	155824233736	120066	0	492000738	0	0	55864437954	0	55330844916	0	0	81192121788	40296060444	69348104022	3138694158	589747590	3728511852	574441164	0	0	0	0	0	0	0	0
hmac_test		350296525444	237036355554	190998286497	120066	0	37032055548	0	0	67906618584	48000720	67863926904	0	0	95232142848	55044082566	84036126054	3104493132	498209160	3603708108	487704750	0	0	0	0	0	0	0	0
hmac_test		350602525903	236728355092	189866284799	120066	0	37032055548	0	0	68355425316	42000630	68137533060	0	0	95328142992	55044082566	83520125280	3144694338	508413444	3654109620	492806892	0	0	0	0	0	0	0	0
hmac_test		349990524985	235828353742	189232283848	120066	0	37104055656	0	0	68129821932	36000540	67859126796	0	0	95076142614	55008082512	83256124884	3071492142	483803112	3555706668	472098198	0	0	0	0	0	0	0	0
hmac_test		348784523176	237094355641	189198283797	120066	0	37164055746	0	0	68081821212	46800702	67611921234	0	0	94632141948	54660081990	82692124038	3049291476	506912814	3557506722	494307522	0	0	0	0	0	0	0	0
hmac_test		348790523185	237174355761	189166283749	120066	0	37188055782	0	0	68091421356	46800702	67623921504	0	0	94572141858	54612081918	82632123948	3111693348	509613948	3622908684	498509286	0	0	0	0	0	0	0	0
hmac_test		349500524250	237486356229	191410287115	120066	0	37536056304	0	0	67937819052	51600774	67844726472	0	0	94728142092	54696082044	83556125334	3110493312	506312562	3618108540	493707270	0	0	0	0	0	0	0	0
hmac_test		348812523218	236504354756	189016283524	120066	0	36936055404	0	0	67969019520	32400486	67568720262	0	0	94548141822	54576081864	82776124164	3097292916	474199080	3571907154	461293662	0	0	0	0	0	0	0	0
hmac_test		356064534096	236810355215	189328283992	120066	0	37068055602	0	0	69405441066	44400666	69491163516	0	0	97344146016	56472084708	85932128898	3117093510	502410924	3619908594	489505506	0	0	0	0	0	0	0	0
hmac_test		348778523167	236536354804	189160283740	120066	0	37248055872	0	0	67951019250	32400486	67578320478	0	0	94644141966	54600081900	82704124056	3045691368	494007396	3541306236	482302482	0	0	0	0	0	0	0	0
hmac_test		351094526641	237164355746	189164283746	120066	0	37236055854	0	0	68618229258	44400666	68329537380	0	0	95244142866	55044082566	83448125172	3068492052	513515586	3583307496	502110798	0	0	0	0	0	0	0	0
rsa_test		318766478149	217350326025	181294271941	120066	0	6216009324	2400036	0	55115626722	4800072	54289221480	0	0	106104159156	42756064134	94320141480	3048691458	442985976	3492704778	432181440	0	0	0	0	0	0	0	0
rsa_test		322424483636	221818332727	180184270276	120066	0	6492009738	1200018	0	55910038638	4800072	54992437302	0	0	108120162180	43428065142	96012144018	3183095490	548030076	3732711978	530022516	0	0	0	0	0	0	0	0
rsa_test		326226489339	221806332709	180324270486	120066	0	6300009450	2400036	0	57075256116	4800072	56110862466	0	0	109476164214	44352066528	96984145476	3203496102	555833352	3760312806	535724910	0	0	0	0	0	0	0	0
rsa_test		324124486186	222558333837	181544272316	120066	0	6672010008	2400036	0	56015640222	6000090	55537249560	0	0	108468162702	43680065520	97212145818	3152494572	549230580	3703311096	536625288	0	0	0	0	0	0	0	0
rsa_test		323778485667	222304333456	181404272106	120066	0	6624009936	3600054	0	55859637882	6000090	55366845726	0	0	108540162810	43656065484	97116145674	3151294536	547129698	3699710988	536925414	0	0	0	0	0	0	0	0
rsa_test		326476489714	221972332958	181494272241	120066	0	6804010206	2400036	0	56901253506	6000090	55957259010	0	0	109044163566	44280066420	96528144792	3141694248	544128438	3687110610	535424784	0	0	0	0	0	0	0	0
